DateTime,SpCondShallow_uS/cm,ODOShallow_mg/L,TempShallow_C,pHShallow,TurbShallow_NTU+,ChlRFUShallow_RFU,n_obs_SpCondShallow_uS/cm,n_obs_ODOShallow_mg/L,n_obs_TempShallow_C,n_obs_pHShallow,n_obs_TurbShallow_NTU+,n_obs_ChlRFUShallow_RFU,SpCondShallow_uS/cm_z,ODOShallow_mg/L_z,TempShallow_C_z,pHShallow_z,TurbShallow_NTU+_z,ChlRFUShallow_RFU_z
2014-07-08,527.0,9.47,21.35,9.01,13.45,3.8,96,96,96,96,96,96,-1.839731601889772,0.1025280454167117,0.6930459480725906,1.9566781778615343,0.5700375684110277,0.5137175717944065
2014-07-09,531.0,8.74,21.0,8.99,13.2,3.6,63,63,63,63,63,63,-1.8105339479452842,-0.35979644742083416,0.594904857229578,1.8806636899438718,0.5417496859841601,0.3881678744284183
2014-07-10,521.0,10.825,21.53,9.12,13.85,4.1,96,96,96,96,96,96,-1.8835280828065042,0.9606783026699633,0.7435185090775682,2.3747578614086855,0.6152981802940158,0.7020421178433889
2014-07-11,521.0,10.33,21.85,9.11,13.3,3.7,96,96,96,96,96,96,-1.8835280828065042,0.647184297252724,0.8332475064197509,2.3367506174498542,0.5530648389549072,0.45094272311141254
2014-07-12,523.0,10.095,22.06,9.12,16.5,3.8,96,96,96,96,96,96,-1.86892925583426,0.49835380983241856,0.8921321609255575,2.3747578614086855,0.9151497340188126,0.5137175717944065
2014-07-13,521.0,9.735,21.855,9.1,15.8,4.0,96,96,96,96,96,96,-1.8835280828065042,0.2703581695289707,0.8346495220032222,2.2987433734910225,0.8359436632235834,0.639267269160395
2014-07-14,528.0,9.575,21.36,9.12,18.8,3.9,96,96,96,96,96,96,-1.83243218840365,0.1690267738385496,0.6958499792395332,2.3747578614086855,1.1753982523459947,0.5764924204774007
2014-07-15,536.0,10.205,21.08,9.18,16.9,3.75,96,96,96,96,95,96,-1.774036880514674,0.5680191443695827,0.6173371065651231,2.6028013251616797,0.9604103459018006,0.48233014745290953
2014-07-16,531.5,9.55,21.3,9.09,12.75,4.0,92,92,92,92,92,92,-1.806884241202223,0.15319374326192223,0.6790257922378743,2.2607361295321913,0.4908314976157984,0.639267269160395
2014-07-17,551.0,9.485,21.465,9.09,11.3,4.3,96,96,96,96,96,96,-1.664545678222844,0.1120278637626879,0.725292306492437,2.2607361295321913,0.3267617795399663,0.8275918152093774
2014-07-18,560.0,11.425,22.16,9.18,12.2,4.9,96,96,96,96,96,96,-1.5988509568477463,1.3406710365090428,0.9201724725949899,2.6028013251616797,0.42859815627668957,1.2042409073073428
2014-07-19,570.0,7.615,21.16,8.88,10.2,4.7,96,96,96,96,96,96,-1.5258568219865263,-1.0722828233691066,0.6397693559006693,1.4625840063967208,0.20229509686174868,1.0786912099413544
2014-07-20,572.0,6.99,20.72,8.774999999999999,7.75,5.4,96,96,96,96,96,96,-1.5112579950142822,-1.4681085877848135,0.5163919845551679,1.0635079448289753,-0.07492615092155386,1.5181151507223136
2014-07-21,588.0,8.95,21.11,8.93,10.0,5.8,96,96,96,96,96,96,-1.3944673792363302,-0.22679899057715727,0.625749200065953,1.6526202261908771,0.17966479092025467,1.76921454545429
2014-07-22,585.5,10.11,21.56,8.985,8.75,6.7,96,96,96,96,96,96,-1.4127159129516351,0.5078536281783947,0.7519306025783972,1.8616600679644526,0.0382253787859166,2.334188183601238
2014-07-23,595.0,10.5,21.455,9.03,9.0,6.3,96,96,96,96,96,96,-1.3433714848334761,0.7548489051737962,0.7224882753254933,2.032692665779197,0.06651326121278421,2.083088788869261
2014-07-24,616.0,7.895,21.76,8.81,6.1,4.9,96,96,96,96,96,96,-1.1900838016249142,-0.8949528809108703,0.808011225917262,1.1965332986848949,-0.26162617493888013,1.2042409073073428
2014-07-25,617.0,7.67,21.89,8.77,6.9,5.2,96,96,96,96,96,96,-1.1827843881387923,-1.0374501561005245,0.8444636310875234,1.044504322849563,-0.1711049511729037,1.3925654533563252
2014-07-26,599.0,7.16,21.57,8.7,7.7,5.6,96,96,96,96,96,96,-1.3141738308889883,-1.3604439798637413,0.7547346337453408,0.7784536151377371,-0.08058372740692736,1.6436648480883016
2014-07-27,594.0,7.69,20.47,8.73,7.3,5.7,96,96,96,96,96,96,-1.3506708983195983,-1.0247837316392217,0.4462912053815877,0.8924753470142378,-0.1258443392899156,1.706439696771296
2014-07-28,616.0,7.955,20.32,8.68,6.05,5.8,96,96,96,96,96,96,-1.1900838016249142,-0.8569536075269621,0.40423073787744,0.7024391272200745,-0.26728375142425365,1.76921454545429
2014-07-29,618.0,12.305,21.04,9.085,6.8,6.3,96,96,96,96,96,96,-1.1754849746526703,1.8979937128063575,0.6061209818973505,2.241732507552779,-0.1824201041436508,2.083088788869261
2014-07-30,620.0,14.19,22.655,9.19,7.6,6.1,92,92,92,92,92,92,-1.1608861476804262,3.091804218284129,1.058972015358679,2.640808569120511,-0.09189888037767446,1.9575390915032724
2014-07-31,605.0,15.165,23.32,9.19,9.5,5.6,96,96,96,96,96,96,-1.2703773499722562,3.709292410772632,1.245440087960402,2.640808569120511,0.12308902606651943,1.6436648480883016
2014-08-01,612.0,9.56,22.36,8.93,6.9,5.2,65,65,65,65,65,65,-1.2192814555694023,0.1595269554925734,0.9762530959338539,1.6526202261908771,-0.1711049511729037,1.3925654533563252
2014-08-02,642.0,10.26,22.94,8.94,7.15,5.2,96,96,96,96,96,96,-1.0002990509857423,0.6028518116381647,1.1388869036165603,1.6906274701497086,-0.14281706874603609,1.3925654533563252
2014-08-03,654.5,7.255,22.68,8.64,7.4,4.9,96,96,96,96,96,96,-0.9090563824092174,-1.300278463672554,1.0659820932760364,0.5504101513847494,-0.11452918631916847,1.2042409073073428
2014-08-04,662.0,7.42,22.715,8.61,6.75,5.2,96,96,96,96,96,96,-0.8543107812633024,-1.1957804618668073,1.0757962023603378,0.4363884195082487,-0.1880776806290243,1.3925654533563252
2014-08-05,659.0,7.93,22.955,8.620000000000001,6.3,5.5,96,96,96,96,96,96,-0.8762090217216684,-0.8727866381035906,1.1430929503669742,0.4743956634670868,-0.23899586899738604,1.5808899994053076
2014-08-06,667.0,8.945,23.37,8.725000000000001,6.0,5.5,96,96,96,96,96,96,-0.8178137138326924,-0.2299655966924823,1.2594602437951181,0.8734717250348255,-0.27294132790962716,1.5808899994053076
2014-08-07,689.0,7.220000000000001,23.11,8.49,5.75,5.3,96,96,96,96,96,96,-0.6572266171380085,-1.322444706479833,1.1865554334545942,-0.019698507997733584,-0.30122921033649475,1.4553403020393192
2014-08-08,685.5,6.01,22.92,8.33,5.4,5.4,96,96,96,96,96,96,-0.6827745643394354,-2.088763386388642,1.133278841282674,-0.6278144113390478,-0.34083224573410936,1.5181151507223136
2014-08-09,683.0,10.155,24.16,8.745000000000001,5.5,6.1,96,96,96,96,96,96,-0.7010230980547404,0.5363530832163257,1.4809787059836312,0.9494862129524881,-0.3295170927633624,1.9575390915032724
2014-08-10,683.0,6.69,23.335,8.39,6.1,5.2,96,96,96,96,96,96,-0.7010230980547404,-1.6581049547043527,1.2496461347108168,-0.3997709475860533,-0.26162617493888013,1.3925654533563252
2014-08-11,681.5,6.234999999999999,22.985,8.34,5.0,5.4,96,96,96,96,96,96,-0.7119722182839234,-1.9462661111989878,1.1515050438678043,-0.5898071673802165,-0.3860928576170976,1.5181151507223136
2014-08-12,680.5,7.93,22.84,8.56,5.5,6.1,96,96,96,96,96,96,-0.7192716317700454,-0.8727866381035906,1.110846591947128,0.24635219971409225,-0.3295170927633624,1.9575390915032724
2014-08-13,678.0,10.52,23.17,8.785,5.65,6.0,92,92,92,92,92,92,-0.7375201654853504,0.7675153296350986,1.2033796204562541,1.1015151887878132,-0.3125443633072418,1.8947642428202784
2014-08-14,688.0,7.255,23.065,8.49,4.9,4.8,96,96,96,96,96,96,-0.6645260306241304,-1.300278463672554,1.1739372932033505,-0.019698507997733584,-0.39740801058784464,1.1414660586243484
2014-08-15,692.0,6.21,23.06,8.34,5.0,4.9,59,59,59,59,59,59,-0.6353283766796425,-1.9620991417756157,1.172535277619878,-0.5898071673802165,-0.3860928576170976,1.2042409073073428
2014-08-16,705.0,9.61,24.32,8.64,5.7,5.2,91,91,91,91,91,91,-0.5404360013600564,0.19119301664582927,1.5258432046547226,0.5504101513847494,-0.30688678682186826,1.3925654533563252
2014-08-17,710.0,8.405000000000001,23.91,8.6,7.2,4.6,96,96,96,96,96,96,-0.5039389339294464,-0.5719590571476525,1.410877926810051,0.39838117554941743,-0.1371594922606626,1.0159163612583597
2014-08-18,710.0,7.75,23.55,8.54,7.95,4.5,96,96,96,96,96,96,-0.5039389339294464,-0.986784458255314,1.3099328048000958,0.1703377117964229,-0.05229584498005975,0.9531415125753658
2014-08-19,710.0,7.46,23.445,8.53,7.2,4.4,96,96,96,96,96,96,-0.5039389339294464,-1.170447612944202,1.280490477547192,0.1323304678375916,-0.1371594922606626,0.890366663892372
2014-08-20,706.0,8.254999999999999,23.295,8.6,7.9,4.4,96,96,96,96,96,96,-0.5331365878739345,-0.6669572406074235,1.2384300100430443,0.39838117554941743,-0.05795342146543325,0.890366663892372
2014-08-21,700.0,7.985,23.18,8.655000000000001,8.6,4.2,96,96,96,96,20,20,-0.5769330687906664,-0.837953970835008,1.2061836516231967,0.6074210173229997,0.021252649329795988,0.7648169665263834
2014-08-22,706.0,6.895,22.66,8.55,,,96,96,96,96,0,0,-0.5331365878739345,-1.5282741039760013,1.0603740309421503,0.20834495575526094,,
2014-08-23,715.0,6.29,22.1,8.49,,,83,83,83,83,0,0,-0.46744186649883646,-1.9114334439304053,0.903348285593331,-0.019698507997733584,,
2014-08-24,713.5,7.29,21.09,8.64,,,96,96,96,96,0,0,-0.4783909867280195,-1.2781122208652742,0.6201411377320668,0.5504101513847494,,
2014-08-25,710.0,7.255,18.75,8.58,,,96,96,96,96,0,0,-0.5039389339294464,-1.300278463672554,-0.03600215533264346,0.32236668763175486,,
2014-08-26,731.0,7.15,17.61,8.31,,,96,96,96,96,0,0,-0.3506512507208845,-1.3667771920943923,-0.35566170836416916,-0.7038288992567104,,
2014-08-27,733.0,7.12,17.310000000000002,8.254999999999999,18.55,3.95,66,66,66,66,18,18,-0.3360524237486405,-1.3857768287863466,-0.43978264337246453,-0.9128687410302927,1.1471103699191272,0.607879844818898
2014-08-28,727.0,8.335,17.78,8.49,11.6,2.7,96,96,96,96,96,96,-0.3798489046653725,-0.6162915427622119,-0.30799317852613417,-0.019698507997733584,0.36070723845220737,-0.17680576371852924
2014-08-29,729.0,8.695,18.455,8.52,9.2,2.3,96,96,96,96,96,96,-0.3652500776931285,-0.38829590245876505,-0.11872107475746853,0.0943232238787603,0.08914356715427822,-0.4279051584505062
2014-08-30,742.0,8.43,19.14,8.46,6.5,2.1,96,96,96,96,96,96,-0.2703577023735425,-0.5561260265710252,0.07335506017814174,-0.1337202398742275,-0.21636556305589194,-0.5534548558164943
2014-08-31,745.0,7.895,18.675,8.41,5.4,1.7,96,96,96,96,96,96,-0.24845946191517654,-0.8949528809108703,-0.05703238908471731,-0.32375645966839073,-0.34083224573410936,-0.8045542505484712
2014-09-01,743.0,7.73,18.630000000000003,8.44,5.6,1.6,96,96,96,96,96,96,-0.26305828888742055,-0.9994508827166164,-0.06965052933596122,-0.2097347277918968,-0.31820193979261535,-0.8673290992314653
2014-09-02,749.0,7.065,18.59,8.34,5.3,1.4,96,96,96,96,96,96,-0.21926180797068853,-1.4206094960549285,-0.0808666540037348,-0.5898071673802165,-0.3521473987048565,-0.9928787965974537
2014-09-03,745.0,7.105,18.44,8.37,5.6,1.6,96,96,96,96,96,96,-0.24845946191517654,-1.3952766471323232,-0.1229271215078825,-0.47578543550372265,-0.31820193979261535,-0.8673290992314653
2014-09-04,745.0,7.515,18.455,8.41,5.6,1.7,96,96,96,96,96,96,-0.24845946191517654,-1.13561494567562,-0.11872107475746853,-0.32375645966839073,-0.31820193979261535,-0.8045542505484712
2014-09-05,742.0,7.4,17.93,8.33,5.6,1.5,96,96,96,96,96,96,-0.2703577023735425,-1.2084468863281097,-0.26593271102198646,-0.6278144113390478,-0.31820193979261535,-0.9301039479144595
2014-09-06,747.0,7.84,17.8,8.3,4.5,1.5,5,5,5,5,5,5,-0.23386063494293255,-0.9297855481794524,-0.30238511619224784,-0.7418361432155417,-0.44266862247083283,-0.9301039479144595
2014-09-07,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-08,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-09,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-10,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-11,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-12,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-13,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-14,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-15,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-16,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-17,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-18,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-19,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-20,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-21,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-22,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-23,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-24,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-25,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-26,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-27,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-28,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-29,,,,,,,0,0,0,0,0,0,,,,,,
2014-09-30,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-01,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-02,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-03,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-04,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-05,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-06,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-07,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-08,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-09,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-10,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-11,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-12,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-13,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-14,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-15,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-16,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-17,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-18,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-19,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-20,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-21,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-22,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-23,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-24,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-25,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-26,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-27,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-28,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-29,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-30,,,,,,,0,0,0,0,0,0,,,,,,
2014-10-31,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-01,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-02,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-03,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-04,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-05,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-06,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-07,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-08,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-09,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-10,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-11,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-12,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-13,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-14,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-15,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-16,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-17,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-18,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-19,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-20,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-21,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-22,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-23,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-24,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-25,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-26,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-27,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-28,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-29,,,,,,,0,0,0,0,0,0,,,,,,
2014-11-30,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-01,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-02,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-03,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-04,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-05,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-06,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-07,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-08,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-09,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-10,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-11,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-12,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-13,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-14,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-15,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-16,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-17,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-18,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-19,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-20,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-21,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-22,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-23,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-24,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-25,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-26,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-27,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-28,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-29,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-30,,,,,,,0,0,0,0,0,0,,,,,,
2014-12-31,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-01,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-02,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-03,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-04,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-05,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-06,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-07,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-08,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-09,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-10,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-11,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-12,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-13,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-14,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-15,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-16,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-17,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-18,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-19,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-20,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-21,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-22,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-23,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-24,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-25,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-26,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-27,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-28,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-29,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-30,,,,,,,0,0,0,0,0,0,,,,,,
2015-01-31,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-01,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-02,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-03,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-04,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-05,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-06,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-07,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-08,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-09,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-10,,,,,,,0,0,0,0,0,0,,,,,,
2015-02-11,,,,,,,0,0,0,0,0,0,,,,,,
